"scientific_name","quality_grade","year","freq","percent_freq","totalfreq","quarantine"
"1332","Anas acuta","research",2020,17,1,17,"yes"
"1333","Anas crecca","research",2020,33,0.942857142857143,35,"yes"
"1334","Anas platyrhynchos","research",2020,621,0.988853503184713,628,"yes"
"1335","Anas platyrhynchos × acuta","research",2020,1,1,1,"yes"
"1336","Anas rubripes","research",2020,17,0.944444444444444,18,"yes"
"1337","Anas rubripes × platyrhynchos","research",2020,6,1,6,"yes"
"1338","Anser albifrons","research",2020,4,1,4,"yes"
"1339","Anser anser × Branta canadensis","research",2020,6,1,6,"yes"
"1340","Anser caerulescens","research",2020,6,1,6,"yes"
"1341","Anser caerulescens × branta canadensis","research",2020,1,1,1,"yes"
"1342","Anser rossii","research",2020,1,1,1,"yes"
"1343","Antigone canadensis","research",2020,3,0.6,5,"yes"
"1344","Ardea alba","research",2020,12,1,12,"yes"
"1345","Ardea herodias","research",2020,130,0.942028985507246,138,"yes"
"1346","Aythya affinis","research",2020,43,0.955555555555556,45,"yes"
"1347","Aythya americana","research",2020,26,1,26,"yes"
"1348","Aythya collaris","research",2020,50,0.980392156862745,51,"yes"
"1349","Aythya fuligula × marila","research",2020,1,1,1,"yes"
"1350","Aythya marila","research",2020,33,0.916666666666667,36,"yes"
"1351","Aythya valisineria","research",2020,18,1,18,"yes"
"1352","Baeolophus bicolor","research",2020,1,1,1,"yes"
"1353","Bombycilla cedrorum","research",2020,17,0.80952380952381,21,"yes"
"1354","Bombycilla garrulus","research",2020,63,0.91304347826087,69,"yes"
"1355","Bonasa umbellus","research",2020,5,0.714285714285714,7,"yes"
"1356","Botaurus lentiginosus","research",2020,2,1,2,"yes"
"1357","Branta canadensis","research",2020,470,0.977130977130977,481,"yes"
"1358","Branta hutchinsii","research",2020,5,0.833333333333333,6,"yes"
"1359","Bubo scandiacus","research",2020,9,1,9,"yes"
"1360","Bubo virginianus","research",2020,37,0.948717948717949,39,"yes"
"1361","Bucephala albeola","research",2020,110,0.964912280701754,114,"yes"
"1362","Bucephala albeola × clangula","research",2020,1,1,1,"yes"
"1363","Bucephala clangula","research",2020,151,0.967948717948718,156,"yes"
"1364","Bucephala clangula × islandica","research",2020,1,1,1,"yes"
"1365","Bucephala clangula × lophodytes cucullatus","research",2020,1,1,1,"yes"
"1366","Bucephala islandica","research",2020,7,0.777777777777778,9,"yes"
"1367","Buteo jamaicensis","research",2020,82,0.911111111111111,90,"yes"
"1368","Buteo lagopus","research",2020,2,1,2,"yes"
"1369","Buteo lineatus","research",2020,4,0.571428571428571,7,"yes"
"1370","Buteo platypterus","research",2020,3,1,3,"yes"
"1371","Buteo swainsoni","research",2020,4,0.8,5,"yes"
"1372","Butorides virescens","research",2020,1,1,1,"yes"
"1373","Calcarius lapponicus","research",2020,1,1,1,"yes"
"1374","Calidris alpina","research",2020,1,1,1,"yes"
"1375","Calidris maritima","research",2020,1,1,1,"yes"
"1376","Calidris mauri","research",2020,1,1,1,"yes"
"1377","Calidris minutilla","research",2020,2,0.333333333333333,6,"yes"
"1378","Calypte anna","research",2020,16,0.727272727272727,22,"yes"
"1379","Cardellina pusilla","research",2020,3,1,3,"yes"
"1380","Cardinalis cardinalis","research",2020,208,0.936936936936937,222,"yes"
"1381","Cathartes aura","research",2020,44,0.88,50,"yes"
"1382","Catharus guttatus","research",2020,70,0.958904109589041,73,"yes"
"1383","Catharus ustulatus","research",2020,1,1,1,"yes"
"1384","Cepphus grylle","research",2020,2,1,2,"yes"
"1385","Certhia americana","research",2020,41,0.953488372093023,43,"yes"
"1386","Chaetura vauxi","research",2020,1,1,1,"yes"
"1387","Charadrius vociferus","research",2020,51,0.980769230769231,52,"yes"
"1388","Chroicocephalus philadelphia","research",2020,3,0.75,4,"yes"
"1389","Cinclus mexicanus","research",2020,4,1,4,"yes"
"1390","Circus hudsonius","research",2020,8,0.888888888888889,9,"yes"
"1391","Cistothorus palustris","research",2020,1,1,1,"yes"
"1392","Clangula hyemalis","research",2020,41,1,41,"yes"
"1393","Colaptes auratus","research",2020,165,0.953757225433526,173,"yes"
"1394","Columba livia","research",2020,103,1,103,"yes"
"1395","Contopus cooperi","research",2020,2,1,2,"yes"
"1396","Contopus sordidulus","research",2020,1,1,1,"yes"
"1397","Corvus brachyrhynchos","research",2020,128,0.771084337349398,166,"yes"
"1398","Corvus caurinus","research",2020,27,0.46551724137931,58,"yes"
"1399","Corvus corax","research",2020,37,0.755102040816326,49,"yes"
"1400","Corvus ossifragus","research",2020,2,1,2,"yes"
"1401","Cyanocitta cristata","research",2020,80,0.952380952380952,84,"yes"
"1402","Cyanocitta stelleri","research",2020,8,0.888888888888889,9,"yes"
"1403","Cygnus buccinator","research",2020,54,0.947368421052632,57,"yes"
"1404","Cygnus columbianus","research",2020,11,1,11,"yes"
"1405","Cygnus olor","research",2020,45,0.978260869565217,46,"yes"
"1406","Dryobates pubescens","research",2020,196,0.928909952606635,211,"yes"
"1407","Dryobates villosus","research",2020,88,0.862745098039216,102,"yes"
"1408","Dryocopus pileatus","research",2020,55,0.932203389830508,59,"yes"
"1409","Empidonax difficilis","research",2020,1,1,1,"yes"
"1410","Empidonax hammondii","research",2020,4,0.666666666666667,6,"yes"
"1411","Empidonax oberholseri","research",2020,1,1,1,"yes"
"1412","Eremophila alpestris","research",2020,4,1,4,"yes"
"1413","Euphagus carolinus","research",2020,1,0.5,2,"yes"
"1414","Falco columbarius","research",2020,32,0.680851063829787,47,"yes"
"1415","Falco peregrinus","research",2020,10,0.909090909090909,11,"yes"
"1416","Falco sparverius","research",2020,15,0.833333333333333,18,"yes"
"1417","Fulica americana","research",2020,73,1,73,"yes"
"1418","Gallinago delicata","research",2020,6,1,6,"yes"
"1419","Gavia immer","research",2020,40,1,40,"yes"
"1420","Gavia stellata","research",2020,1,1,1,"yes"
"1421","Geothlypis trichas","research",2020,3,1,3,"yes"
"1422","Glaucidium gnoma","research",2020,1,1,1,"yes"
"1423","Haemorhous","research",2020,1,1,1,"yes"
"1424","Haemorhous mexicanus","research",2020,113,0.926229508196721,122,"yes"
"1425","Haemorhous purpureus","research",2020,24,0.888888888888889,27,"yes"
"1426","Haliaeetus leucocephalus","research",2020,79,0.94047619047619,84,"yes"
"1427","Helmitheros vermivorum","research",2020,6,1,6,"yes"
"1428","Himantopus mexicanus","research",2020,15,1,15,"yes"
"1429","Hirundo rustica","research",2020,7,1,7,"yes"
"1430","Histrionicus histrionicus","research",2020,7,1,7,"yes"
"1431","Hydroprogne caspia","research",2020,4,1,4,"yes"
"1432","Hylocichla mustelina","research",2020,2,1,2,"yes"
"1433","Ixoreus naevius","research",2020,12,1,12,"yes"
"1434","Junco hyemalis","research",2020,154,0.94478527607362,163,"yes"
"1435","Lanius borealis","research",2020,9,1,9,"yes"
"1436","Larus","research",2020,1,0.0588235294117647,17,"yes"
"1437","Larus argentatus","research",2020,41,0.854166666666667,48,"yes"
"1438","Larus argentatus × hyperboreus","research",2020,1,1,1,"yes"
"1439","Larus californicus","research",2020,18,0.818181818181818,22,"yes"
"1440","Larus delawarensis","research",2020,146,0.924050632911392,158,"yes"
"1441","Larus fuscus","research",2020,3,1,3,"yes"
"1442","Larus glaucescens","research",2020,7,0.583333333333333,12,"yes"
"1443","Larus glaucoides","research",2020,5,0.714285714285714,7,"yes"
"1444","Larus hyperboreus","research",2020,1,1,1,"yes"
"1445","Larus marinus","research",2020,4,1,4,"yes"
"1446","Leiothlypis celata","research",2020,6,1,6,"yes"
"1447","Leiothlypis ruficapilla","research",2020,1,1,1,"yes"
"1448","Leucophaeus pipixcan","research",2020,25,1,25,"yes"
"1449","Limosa fedoa","research",2020,1,0.5,2,"yes"
"1450","Lophodytes cucullatus","research",2020,113,0.957627118644068,118,"yes"
"1451","Mareca americana","research",2020,94,0.989473684210526,95,"yes"
"1452","Mareca penelope","research",2020,8,1,8,"yes"
"1453","Mareca strepera","research",2020,39,0.975,40,"yes"
"1454","Megaceryle alcyon","research",2020,17,0.85,20,"yes"
"1455","Megascops asio","research",2020,14,0.933333333333333,15,"yes"
"1456","Melanerpes carolinus","research",2020,15,1,15,"yes"
"1457","Melanitta deglandi","research",2020,15,1,15,"yes"
"1458","Melanitta perspicillata","research",2020,1,1,1,"yes"
"1459","Meleagris gallopavo","research",2020,30,0.9375,32,"yes"
"1460","Melospiza georgiana","research",2020,8,1,8,"yes"
"1461","Melospiza lincolnii","research",2020,2,1,2,"yes"
"1462","Melospiza melodia","research",2020,220,0.960698689956332,229,"yes"
"1463","Mergus merganser","research",2020,137,0.985611510791367,139,"yes"
"1464","Mergus serrator","research",2020,52,0.981132075471698,53,"yes"
"1465","Mimus polyglottos","research",2020,14,0.933333333333333,15,"yes"
"1466","Mniotilta varia","research",2020,1,1,1,"yes"
"1467","Molothrus ater","research",2020,28,1,28,"yes"
"1468","Myadestes townsendi","research",2020,12,1,12,"yes"
"1469","Numenius phaeopus","research",2020,6,0.857142857142857,7,"yes"
"1470","Nycticorax nycticorax","research",2020,9,1,9,"yes"
"1471","Oxyura jamaicensis","research",2020,12,1,12,"yes"
"1472","Pandion haliaetus","research",2020,52,0.945454545454545,55,"yes"
"1473","Parkesia noveboracensis","research",2020,1,1,1,"yes"
"1474","Passer domesticus","research",2020,179,0.942105263157895,190,"yes"
"1475","Passerculus sandwichensis","research",2020,9,1,9,"yes"
"1476","Passerella iliaca","research",2020,16,0.8,20,"yes"
"1477","Pelecanus erythrorhynchos","research",2020,8,0.888888888888889,9,"yes"
"1478","Perdix perdix","research",2020,7,0.777777777777778,9,"yes"
"1479","Petrochelidon pyrrhonota","research",2020,4,1,4,"yes"
"1480","Phalacrocorax auritus","research",2020,86,0.934782608695652,92,"yes"
"1481","Phalacrocorax pelagicus","research",2020,4,1,4,"yes"
"1482","Phasianus colchicus","research",2020,11,0.846153846153846,13,"yes"
"1483","Pheucticus ludovicianus","research",2020,1,1,1,"yes"
"1484","Pica hudsonia","research",2020,114,0.957983193277311,119,"yes"
"1485","Picoides dorsalis","research",2020,1,1,1,"yes"
"1486","Pinicola enucleator","research",2020,3,0.75,4,"yes"
"1487","Pipilo erythrophthalmus","research",2020,9,0.9,10,"yes"
"1488","Pipilo maculatus","research",2020,27,1,27,"yes"
"1489","Pluvialis squatarola","research",2020,1,1,1,"yes"
"1490","Podiceps auritus","research",2020,28,1,28,"yes"
"1491","Podiceps grisegena","research",2020,40,0.975609756097561,41,"yes"
"1492","Podilymbus podiceps","research",2020,21,0.954545454545455,22,"yes"
"1493","Poecile atricapillus","research",2020,274,0.951388888888889,288,"yes"
"1494","Poecile gambeli","research",2020,2,0.666666666666667,3,"yes"
"1495","Poecile hudsonicus","research",2020,5,1,5,"yes"
"1496","Poecile rufescens","research",2020,1,1,1,"yes"
"1497","Pooecetes gramineus","research",2020,3,1,3,"yes"
"1498","Progne subis","research",2020,2,1,2,"yes"
"1499","Psaltriparus minimus","research",2020,5,0.833333333333333,6,"yes"
"1500","Quiscalus quiscula","research",2020,108,0.964285714285714,112,"yes"
"1501","Rallus limicola","research",2020,3,1,3,"yes"
"1502","Recurvirostra americana","research",2020,17,1,17,"yes"
"1503","Regulus calendula","research",2020,68,0.957746478873239,71,"yes"
"1504","Regulus satrapa","research",2020,41,0.953488372093023,43,"yes"
"1505","Riparia riparia","research",2020,1,1,1,"yes"
"1506","Sayornis phoebe","research",2020,65,0.970149253731343,67,"yes"
"1507","Scolopax minor","research",2020,10,0.833333333333333,12,"yes"
"1508","Selasphorus rufus","research",2020,4,0.8,5,"yes"
"1509","Setophaga coronata","research",2020,37,1,37,"yes"
"1510","Setophaga coronata coronata × auduboni","research",2020,2,1,2,"yes"
"1511","Setophaga nigrescens","research",2020,2,1,2,"yes"
"1512","Setophaga palmarum","research",2020,1,1,1,"yes"
"1513","Setophaga pinus","research",2020,7,0.777777777777778,9,"yes"
"1514","Setophaga townsendi","research",2020,1,1,1,"yes"
"1515","Sialia currucoides","research",2020,4,1,4,"yes"
"1516","Sialia sialis","research",2020,6,0.857142857142857,7,"yes"
"1517","Sitta canadensis","research",2020,44,0.916666666666667,48,"yes"
"1518","Sitta carolinensis","research",2020,101,0.935185185185185,108,"yes"
"1519","Somateria mollissima","research",2020,2,1,2,"yes"
"1520","Somateria spectabilis","research",2020,1,1,1,"yes"
"1521","Spatula clypeata","research",2020,60,0.983606557377049,61,"yes"
"1522","Spatula cyanoptera","research",2020,8,1,8,"yes"
"1523","Spatula discors","research",2020,2,1,2,"yes"
"1524","Sphyrapicus ruber","research",2020,2,1,2,"yes"
"1525","Sphyrapicus varius","research",2020,48,0.923076923076923,52,"yes"
"1526","Spinus pinus","research",2020,17,1,17,"yes"
"1527","Spinus tristis","research",2020,158,0.957575757575758,165,"yes"
"1528","Spizella passerina","research",2020,33,1,33,"yes"
"1529","Spizella pusilla","research",2020,4,1,4,"yes"
"1530","Spizelloides arborea","research",2020,43,0.977272727272727,44,"yes"
"1531","Stelgidopteryx serripennis","research",2020,1,1,1,"yes"
"1532","Sterna forsteri","research",2020,1,1,1,"yes"
"1533","Sterna hirundo","research",2020,1,0.5,2,"yes"
"1534","Streptopelia decaocto","research",2020,1,1,1,"yes"
"1535","Strix nebulosa","research",2020,2,1,2,"yes"
"1536","Strix varia","research",2020,6,0.666666666666667,9,"yes"
"1537","Sturnella magna","research",2020,13,1,13,"yes"
"1538","Sturnella neglecta","research",2020,7,1,7,"yes"
"1539","Sturnus vulgaris","research",2020,149,0.937106918238994,159,"yes"
"1540","Surnia ulula","research",2020,1,1,1,"yes"
"1541","Tachycineta bicolor","research",2020,51,0.927272727272727,55,"yes"
"1542","Tachycineta thalassina","research",2020,3,0.75,4,"yes"
"1543","Thryomanes bewickii","research",2020,2,1,2,"yes"
"1544","Thryothorus ludovicianus","research",2020,5,0.833333333333333,6,"yes"
"1545","Toxostoma rufum","research",2020,5,0.833333333333333,6,"yes"
"1546","Tringa flavipes","research",2020,6,1,6,"yes"
"1547","Tringa melanoleuca","research",2020,15,0.882352941176471,17,"yes"
"1548","Tringa semipalmata","research",2020,3,1,3,"yes"
"1549","Tringa solitaria","research",2020,1,1,1,"yes"
"1550","Troglodytes hiemalis","research",2020,11,0.846153846153846,13,"yes"
"1551","Troglodytes pacificus","research",2020,2,0.666666666666667,3,"yes"
"1552","Turdus migratorius","research",2020,544,0.942807625649913,577,"yes"
"1553","Vireo huttoni","research",2020,2,1,2,"yes"
"1554","Vireo solitarius","research",2020,2,1,2,"yes"
"1555","Xanthocephalus xanthocephalus","research",2020,3,1,3,"yes"
"1556","Zenaida macroura","research",2020,86,0.955555555555556,90,"yes"
"1557","Zonotrichia albicollis","research",2020,44,0.977777777777778,45,"yes"
"1558","Zonotrichia atricapilla","research",2020,6,1,6,"yes"
"1559","Zonotrichia leucophrys","research",2020,21,0.91304347826087,23,"yes"
